benchmark_id,name,source_url,public_flag,detail_public_flag,is_top,hot,support_online_eval,certificate_level_id,certificate_level,card_description_cn,card_description_en,card_tags,basic_tags,dimensions,topic_tags,creator_uid,creator_name,github_url,paper_url,official_website_url,leaderboard_url,view_count,created_at,updated_at,review_success_date,detail_title,detail_description_cn,detail_description_en,detail_download_urls,detail_leaderboard_present,detail_eval_file_present
2126,KMMLU-Redux,https://hub.opencompass.org.cn/dataset-detail/KMMLU-Redux,1,1,False,False,False,0,未录入,"KMMLU-Redux是现有 KMMLU 的一个重建版本，包含来自韩国国家技术资格（KNTQ）考试的 2,587 个问题。我们发现了 KMMLU 中的一些关键问题，包括泄露的答案、缺乏清晰度、问题表述不当、符号错误和污染风险。","KMMLU-Redux is a reconstructed version of the existing KMMLU, comprising 2,587 problems from Korean National Technical Qualification (KNTQ) exams. ",大语言模型 | LLM | 知识储备 | Knowledge | 不支持 | Unsupported,,知识 | Knowledge,,50206186,godzhang233,,https://arxiv.org/abs/2507.08924,https://huggingface.co/datasets/LGAI-EXAONE/KMMLU-Redux,False,66,2025-07-28,2025-07-28,2025-07-28 10:05:11,KMMLU-Redux,"KMMLU-Redux是现有 KMMLU 的一个重建版本，包含来自韩国国家技术资格（KNTQ）考试的 2,587 个问题。我们发现了 KMMLU 中的一些关键问题，包括泄露的答案、缺乏清晰度、问题表述不当、符号错误和污染风险。","KMMLU-Redux is a reconstructed version of the existing KMMLU, comprising 2,587 problems from Korean National Technical Qualification (KNTQ) exams. ",,False,False
2129,LangNavBench,https://hub.opencompass.org.cn/dataset-detail/LangNavBench,1,1,False,False,False,0,未录入,LangNavBench是一个语义导航中自然语言理解评测基准，基于手工验证的LangNav开放集数据集，评测具身智能体在自然语言指令引导下的目标定位能力，涵盖类别层次理解、对象属性识别和空间关系推理等维度.,"LangNavBench is a benchmark for evaluating natural language understanding in semantic navigation, built upon the manually verified LangNav open-set dataset.",物理智能 | Embodied AI | 语言理解 | Comprehension | 空间理解 | Spatial Understanding | 不支持 | Unsupported,,理解 | Understanding,,50206186,godzhang233,https://github.com/3dlg-hcvc/langmonmap,https://arxiv.org/abs/2507.07299,,False,38,2025-07-28,2025-07-28,2025-07-28 10:05:09,LangNavBench,LangNavBench是一个语义导航中自然语言理解评测基准，基于手工验证的LangNav开放集数据集，评测具身智能体在自然语言指令引导下的目标定位能力，涵盖类别层次理解、对象属性识别和空间关系推理等维度.,"LangNavBench is a benchmark for evaluating natural language understanding in semantic navigation, built upon the manually verified LangNav open-set dataset.",,False,False
2142,OmniMMI,https://hub.opencompass.org.cn/dataset-detail/OmniMMI,1,1,False,False,False,0,未录入,"OmniMMI is a cutting-edge benchmark for multi-modal interaction, specifically designed for OmniLLMs in streaming video environments. It includes 1,121 videos and 2,290 questions, tackling the challenges of streaming video understanding and proactive reasoning across six unique subtasks.","OmniMMI is a cutting-edge benchmark for multi-modal interaction, specifically designed for OmniLLMs in streaming video environments. It includes 1,121 videos and 2,290 questions, tackling the challenges of streaming video understanding and proactive reasoning across six unique subtasks.",多模态模型 | VLM | 视频理解 | Video Understanding | 跨模态推理 | Cross-modal Reasoning | 不支持 | Unsupported,,多模态 | Multimodal | 其他 | Other,,000196,,https://github.com/OmniMMI/OmniMMI,https://arxiv.org/abs/2503.22952,https://omnimmi.github.io/,False,33,2025-08-05,2025-08-06,2025-08-06 14:59:17,OmniMMI,"OmniMMI is a cutting-edge benchmark for multi-modal interaction, specifically designed for OmniLLMs in streaming video environments. It includes 1,121 videos and 2,290 questions, tackling the challenges of streaming video understanding and proactive reasoning across six unique subtasks.","OmniMMI is a cutting-edge benchmark for multi-modal interaction, specifically designed for OmniLLMs in streaming video environments. It includes 1,121 videos and 2,290 questions, tackling the challenges of streaming video understanding and proactive reasoning across six unique subtasks.",https://huggingface.co/datasets/bigai-nlco/OmniMMI,False,False
2151,InternData-A1,https://hub.opencompass.org.cn/dataset-detail/InternData-A1,1,1,False,False,False,0,未录入,InternData-A1：一个融合了 5 种异构机器人、15 项技能和 200+ 场景的混合合成-真实操作数据集，重点关注动态场景下的多机器人协作。,"InternData-A1: A hybrid synthetic-real manipulation dataset integrating 5 heterogeneous robots, 15 skills, and 200+ scenes, emphasizing multi-robot collaboration under dynamic scenarios.",物理智能 | Embodied AI | 跨模态推理 | Cross-modal Reasoning | 空间理解 | Spatial Understanding | 视频理解 | Video Understanding | 不支持 | Unsupported,video,多模态 | Multimodal,,50207630,,,,https://huggingface.co/datasets/InternRobotics/InternData-A1,False,36,2025-08-15,2025-08-15,2025-08-15 16:40:00,InternData-A1,InternData-A1：一个融合了 5 种异构机器人、15 项技能和 200+ 场景的混合合成-真实操作数据集，重点关注动态场景下的多机器人协作。,"InternData-A1: A hybrid synthetic-real manipulation dataset integrating 5 heterogeneous robots, 15 skills, and 200+ scenes, emphasizing multi-robot collaboration under dynamic scenarios.",,False,False
2153,InternData-M1,https://hub.opencompass.org.cn/dataset-detail/InternData-M1,1,1,False,False,False,0,未录入,InternData-M1：一个大规模合成数据集，用于可泛化的抓取与放置任务，涵盖 8 万+ 对象，配有开放式指令，涉及物体识别、空间与常识推理以及长时任务。,"InternData-M1: A large-scale synthetic dataset for generalizable pick-and-place over 80K objects, with open-ended instructions covering object recognition, spatial and commonsense reasoning, and long-horizon tasks.",物理智能 | Embodied AI | 跨模态推理 | Cross-modal Reasoning | 空间理解 | Spatial Understanding | 不支持 | Unsupported,,多模态 | Multimodal,,50207630,,,,https://huggingface.co/datasets/InternRobotics/InternData-M1,False,32,2025-08-15,2025-08-15,2025-08-15 16:40:04,InternData-M1,InternData-M1：一个大规模合成数据集，用于可泛化的抓取与放置任务，涵盖 8 万+ 对象，配有开放式指令，涉及物体识别、空间与常识推理以及长时任务。,"InternData-M1: A large-scale synthetic dataset for generalizable pick-and-place over 80K objects, with open-ended instructions covering object recognition, spatial and commonsense reasoning, and long-horizon tasks.",,False,False
2154,MotionMillion,https://hub.opencompass.org.cn/dataset-detail/MotionMillion,1,1,False,False,False,0,未录入,MotionMillion：目前最大的开源带文本标注的 3D 人体动作数据集，包含 2500 小时、190 万个片段。,"MotionMillion: The largest open-sourced 3D human motion dataset with text annotation, including 2.5k hours 1.9M episodes.",物理智能 | Embodied AI | 跨模态推理 | Cross-modal Reasoning | 空间理解 | Spatial Understanding | 不支持 | Unsupported,,多模态 | Multimodal,,50207630,,,,https://huggingface.co/datasets/InternRobotics/MotionMillion,False,39,2025-08-15,2025-08-15,2025-08-15 16:40:09,MotionMillion,MotionMillion：目前最大的开源带文本标注的 3D 人体动作数据集，包含 2500 小时、190 万个片段。,"MotionMillion: The largest open-sourced 3D human motion dataset with text annotation, including 2.5k hours 1.9M episodes.",,False,False
2370,ArgusInspection,https://hub.opencompass.org.cn/dataset-detail/ArgusInspection,1,1,False,False,False,0,未录入,"As Multimodal Large Language Models (MLLMs) continue to evolve, their cognitive and reasoning capabilities have seen remarkable progress. However, challenges in visual fine-grained perception and commonsense causal inference persist. This paper introduces Argus Inspection, a multimodal benchmark wit","As Multimodal Large Language Models (MLLMs) continue to evolve, their cognitive and reasoning capabilities have seen remarkable progress. However, challenges in visual fine-grained perception and commonsense causal inference persist. This paper introduces Argus Inspection, a multimodal benchmark wit",物理智能 | Embodied AI | 逻辑推理 | Reasoning | 图像理解 | Image Understanding | 空间理解 | Spatial Understanding | 不支持 | Unsupported,,多模态 | Multimodal | 推理 | Reasoning | 视觉问答 | Visual-Qa,,22003891,yaoyang,https://github.com/EVIGBYEN/Argus,https://doi.org/10.1145/3746027.3758266,https://github.com/EVIGBYEN/Argus,False,26,2026-01-14,2026-01-26,2026-01-26 17:28:50,ArgusInspection,"As Multimodal Large Language Models (MLLMs) continue to evolve, their cognitive and reasoning capabilities have seen remarkable progress. However, challenges in visual fine-grained perception and commonsense causal inference persist. This paper introduces Argus Inspection, a multimodal benchmark wit","As Multimodal Large Language Models (MLLMs) continue to evolve, their cognitive and reasoning capabilities have seen remarkable progress. However, challenges in visual fine-grained perception and commonsense causal inference persist. This paper introduces Argus Inspection, a multimodal benchmark wit",,False,False
2388,VKnowU,https://hub.opencompass.org.cn/dataset-detail/VKnowU,1,1,False,False,False,0,未录入,"尽管多模态大型语言模型（MLLMs）在识别物体方面已相当熟练，但它们往往缺乏对世界潜在物理和社会原则的直觉的、类似人类的理解。这种高级的、基于视觉的语义，我们称之为视觉知识，其构成了感知与推理之间的桥梁。为了系统地评估这种能力，我们提出了 VKnowU，一个包含 1,249 个视频、1,680 个问题的综合基准，涵盖了 8 种核心类型的视觉知识，既包括以世界为中心的（例如直觉物理），也包括以人类为中心的任务（例如主观意图）。","尽管多模态大型语言模型（MLLMs）在识别物体方面已相当熟练，但它们往往缺乏对世界潜在物理和社会原则的直觉的、类似人类的理解。这种高级的、基于视觉的语义，我们称之为视觉知识，其构成了感知与推理之间的桥梁。为了系统地评估这种能力，我们提出了 VKnowU，一个包含 1,249 个视频、1,680 个问题的综合基准，涵盖了 8 种核心类型的视觉知识，既包括以世界为中心的（例如直觉物理），也包括以人类为中心的任务（例如主观意图）。",物理智能 | Embodied AI | 逻辑推理 | Reasoning | 视频理解 | Video Understanding | 不支持 | Unsupported,Visual Knowledge | Physics | Psychology,多模态 | Multimodal | 推理 | Reasoning | 视频理解 | Video-Understanding,,40073196,Arsenever,https://github.com/OpenGVLab/VKnowU,https://arxiv.org/abs/2511.20272,https://huggingface.co/datasets/Eurayka/VKnowU,False,38,2026-02-03,2026-02-03,2026-02-03 14:53:52,VKnowU,"尽管多模态大型语言模型（MLLMs）在识别物体方面已相当熟练，但它们往往缺乏对世界潜在物理和社会原则的直觉的、类似人类的理解。这种高级的、基于视觉的语义，我们称之为视觉知识，其构成了感知与推理之间的桥梁。为了系统地评估这种能力，我们提出了 VKnowU，一个包含 1,249 个视频、1,680 个问题的综合基准，涵盖了 8 种核心类型的视觉知识，既包括以世界为中心的（例如直觉物理），也包括以人类为中心的任务（例如主观意图）。","尽管多模态大型语言模型（MLLMs）在识别物体方面已相当熟练，但它们往往缺乏对世界潜在物理和社会原则的直觉的、类似人类的理解。这种高级的、基于视觉的语义，我们称之为视觉知识，其构成了感知与推理之间的桥梁。为了系统地评估这种能力，我们提出了 VKnowU，一个包含 1,249 个视频、1,680 个问题的综合基准，涵盖了 8 种核心类型的视觉知识，既包括以世界为中心的（例如直觉物理），也包括以人类为中心的任务（例如主观意图）。",https://huggingface.co/datasets/Eurayka/VKnowU,False,True
2391,Threat-Signature_Eval,https://hub.opencompass.org.cn/dataset-detail/Threat-Signature_Eval,1,1,False,False,False,0,未录入,Threat Signature Eval 是一个面向物理安防场景的领域基准，用于评测视频语言模型在真实监控摄像头画面中的理解与事件识别能力。该基准要求模型在安全相关的视频片段中识别并分类事件（10 类威胁签名，如火灾烟雾、斗殴暴力、非法入侵等），相关介绍与结果在 Ambient.ai 的 Pulsar VLM 发布主题演讲中给出。,"Threat Signature Eval is a domain-specific benchmark for evaluating video-language models on real-world physical security / surveillance footage. It measures how well a model can recognize and classify security-relevant events into a 10-category threat taxonomy (e.g., Fire & Smoke, Fighting & Violen",物理智能 | Embodied AI | 图像理解 | Image Understanding | 空间理解 | Spatial Understanding | 视频理解 | Video Understanding | 逻辑推理 | Reasoning | 不支持 | Unsupported,reasoning-VLM | agentic physical security | Pulsar VLM,视觉定位 | Visual-Localization | 空间理解 | Spatial-Understanding | 视频理解 | Video-Understanding,,76500156,,,https://www.ambient.ai/blog/introducing-ambient-pulsar-agentic-physical-security,https://www.ambient.ai/,False,21,2026-02-03,2026-03-25,2026-03-25 14:16:46,Threat-Signature_Eval,Threat Signature Eval 是一个面向物理安防场景的领域基准，用于评测视频语言模型在真实监控摄像头画面中的理解与事件识别能力。该基准要求模型在安全相关的视频片段中识别并分类事件（10 类威胁签名，如火灾烟雾、斗殴暴力、非法入侵等），相关介绍与结果在 Ambient.ai 的 Pulsar VLM 发布主题演讲中给出。,"Threat Signature Eval is a domain-specific benchmark for evaluating video-language models on real-world physical security / surveillance footage. It measures how well a model can recognize and classify security-relevant events into a 10-category threat taxonomy (e.g., Fire & Smoke, Fighting & Violen",,False,False
2031,HERB,https://hub.opencompass.org.cn/dataset-detail/HERB,1,1,False,False,False,0,未录入,"HERB基准包含39,190个企业文档、会议记录、Slack消息、GitHub内容和网页链接，模拟产品规划、开发与支持等业务流程，生成包含噪声的多跳问答任务，涵盖可回答与不可回答查询。","HERB comprises 39,190 artifacts—including documents, meeting transcripts, Slack messages, GitHub content, and URLs—simulating business workflows across product planning, development, and support stages, with noisy, multi-hop QA tasks featuring both answerable and unanswerable queries. ",大语言模型 | LLM | 检索能力 | Retrieval | 不支持 | Unsupported,RAG,其他 | Other,,50206186,godzhang233,,https://arxiv.org/abs/2506.23139,https://huggingface.co/datasets/Salesforce/HERB,False,37,2025-07-07,2025-07-07,2025-07-07 11:44:29,HERB,"HERB基准包含39,190个企业文档、会议记录、Slack消息、GitHub内容和网页链接，模拟产品规划、开发与支持等业务流程，生成包含噪声的多跳问答任务，涵盖可回答与不可回答查询。","HERB comprises 39,190 artifacts—including documents, meeting transcripts, Slack messages, GitHub content, and URLs—simulating business workflows across product planning, development, and support stages, with noisy, multi-hop QA tasks featuring both answerable and unanswerable queries. ",,False,False
2033,RExBench,https://hub.opencompass.org.cn/dataset-detail/RExBench,1,1,False,False,False,0,未录入,RExBench 是一个评估大型语言模型代理在自动实现 AI 研究扩展能力的基准，涵盖代码生成、实验设计和研究理解等维度。该基准包含12个基于真实论文和代码库的任务，每项任务由领域专家提供扩展指令，并通过自动化基础设施执行代理输出以验证成功标准。,"RExBench is a benchmark for evaluating large language model agents’ ability to autonomously implement AI research extensions, focusing on code generation, experimental design, and research comprehension. ",大语言模型 | LLM | 代码工程 | Code | 不支持 | Unsupported,,代码 | Code,,50206186,godzhang233,https://github.com/tinlaboratory/RexBench,https://arxiv.org/abs/2506.22598,https://huggingface.co/datasets/tin-lab/RExBench,False,33,2025-07-07,2025-07-07,2025-07-07 11:44:23,RExBench,RExBench 是一个评估大型语言模型代理在自动实现 AI 研究扩展能力的基准，涵盖代码生成、实验设计和研究理解等维度。该基准包含12个基于真实论文和代码库的任务，每项任务由领域专家提供扩展指令，并通过自动化基础设施执行代理输出以验证成功标准。,"RExBench is a benchmark for evaluating large language model agents’ ability to autonomously implement AI research extensions, focusing on code generation, experimental design, and research comprehension. ",,False,False
2034,MTEB,https://hub.opencompass.org.cn/dataset-detail/MTEB,1,1,False,False,False,0,未录入,MTEB 是一个评估文本嵌入模型的基准，旨在提升其长期可用性和可复现性，涵盖任务扩展性、数据完整性验证和结果通用性等维度。该基准包含包括分类、检索和聚类在内的多种任务，覆盖多个语言和领域。MTEB 引入了自动化测试管道、持续集成框架和社区贡献机制，以支持基准的可扩展性和质量控制。,"MTEB is a benchmark for evaluating text embedding models, aiming to enhance long-term usability and reproducibility, focusing on task extensibility, data integrity validation, and result generalizability. ",大语言模型 | LLM | 检索能力 | Retrieval | 不支持 | Unsupported,文本嵌入,其他 | Other,,50206186,godzhang233,https://github.com/embeddings-benchmark/mteb,https://arxiv.org/abs/2506.21182,,False,38,2025-07-07,2025-07-07,2025-07-07 11:44:19,MTEB,MTEB 是一个评估文本嵌入模型的基准，旨在提升其长期可用性和可复现性，涵盖任务扩展性、数据完整性验证和结果通用性等维度。该基准包含包括分类、检索和聚类在内的多种任务，覆盖多个语言和领域。MTEB 引入了自动化测试管道、持续集成框架和社区贡献机制，以支持基准的可扩展性和质量控制。,"MTEB is a benchmark for evaluating text embedding models, aiming to enhance long-term usability and reproducibility, focusing on task extensibility, data integrity validation, and result generalizability. ",,False,False
2035,Gym4ReaL,https://hub.opencompass.org.cn/dataset-detail/Gym4ReaL,1,1,False,False,False,0,未录入,Gym4ReaL 是一个用于评估强化学习算法在真实世界场景中表现的基准套件，涵盖非平稳性、部分可观测性和大状态-动作空间等挑战。,"Gym4ReaL is a benchmark suite designed to evaluate reinforcement learning algorithms in real-world scenarios, addressing challenges such as non-stationarity, partial observability, and large state-action spaces. ",智能体 | Agent | 任务执行 | Task Execution | 不支持 | Unsupported,强化学习,其他 | Other,,50206186,godzhang233,https://github.com/Daveonwave/gym4ReaL,https://arxiv.org/abs/2507.00257,,False,37,2025-07-07,2025-07-07,2025-07-07 11:44:15,Gym4ReaL,Gym4ReaL 是一个用于评估强化学习算法在真实世界场景中表现的基准套件，涵盖非平稳性、部分可观测性和大状态-动作空间等挑战。,"Gym4ReaL is a benchmark suite designed to evaluate reinforcement learning algorithms in real-world scenarios, addressing challenges such as non-stationarity, partial observability, and large state-action spaces. ",,False,False
2045,DRAGON,https://hub.opencompass.org.cn/dataset-detail/DRAGON,1,1,False,False,False,0,未录入,"DRAGON is a dynamic benchmark for evaluating Retrieval-Augmented Generation (RAG) systems in Russian news contexts, supporting comprehensive assessment of both retriever and generator components. ",DRAGON 是一个用于评估检索增强生成（RAG）系统在俄语新闻语境中事实性与检索能力的动态基准，支持对检索器与生成器组件的全面评估。,大语言模型 | LLM | 知识储备 | Knowledge | 检索能力 | Retrieval | 不支持 | Unsupported,RAG,知识 | Knowledge,,006873,vansin,https://github.com/RussianNLP/DRAGON,https://arxiv.org/abs/2507.05713,,False,53,2025-07-11,2025-07-14,2025-07-14 09:39:22,DRAGON,"DRAGON is a dynamic benchmark for evaluating Retrieval-Augmented Generation (RAG) systems in Russian news contexts, supporting comprehensive assessment of both retriever and generator components. ",DRAGON 是一个用于评估检索增强生成（RAG）系统在俄语新闻语境中事实性与检索能力的动态基准，支持对检索器与生成器组件的全面评估。,,False,False
2050,THUNDER,https://hub.opencompass.org.cn/dataset-detail/THUNDER,1,1,False,False,False,0,未录入,THUNDER 是一个用于评估数字病理学基础模型在切片级图像理解任务中表现的基准，旨在支持多种下游任务和模型的对比分析。,"THUNDER is a benchmark designed to evaluate digital pathology foundation models on tile-level image understanding tasks, facilitating comparative analysis across various downstream tasks and models. ",大语言模型 | LLM | 语言理解 | Comprehension | 不支持 | Unsupported,,理解 | Understanding | 其他 | Other,,006873,vansin,https://github.com/MICS-Lab/thunder,https://arxiv.org/abs/2507.07860,,False,41,2025-07-11,2025-07-14,2025-07-14 09:39:19,THUNDER,THUNDER 是一个用于评估数字病理学基础模型在切片级图像理解任务中表现的基准，旨在支持多种下游任务和模型的对比分析。,"THUNDER is a benchmark designed to evaluate digital pathology foundation models on tile-level image understanding tasks, facilitating comparative analysis across various downstream tasks and models. ",,False,False
2052,ArtifactsBench,https://hub.opencompass.org.cn/dataset-detail/ArtifactsBench,1,1,False,False,False,0,未录入,"rtifactsBench 是一个专注于弥合传统代码评测中“视觉-交互”鸿沟的新型基准。它旨在全面评估大语言模型（LLM）生成动态可视化与交互式代码的能力，而非仅仅考核算法正确性。
该基准包含1825个真实世界的任务，并开创了一套自动化多模态评估流程：系统会自动渲染代码、捕捉其视觉与交互行为，再由一个多模态大模型（MLLM）依据详细清单进行评分。该流程与人类专家判断的一致性高达94.4%，证明了其高度可靠性。
ArtifactsBench 已将数据集、评估框架及工具链完全开源，为社区提供了一个可扩展且精准的工具，以推动能创造丰富用户体验的新一代生成模型的发展。","ArtifactsBench is a benchmark with 1,825 tasks for evaluating LLM-generated visual and interactive code. It addresses the gap of traditional benchmarks that focus only on algorithmic correctness by assessing visual fidelity and user interaction.",多模态模型 | VLM | 逻辑推理 | Reasoning | 代码工程 | Code | 不支持 | Unsupported,ArtifactsBench | 代码可视化 | 代码生成,多模态 | Multimodal | 推理 | Reasoning | 代码 | Code,,90307965,,https://github.com/Tencent-Hunyuan/ArtifactsBenchmark,https://arxiv.org/abs/2507.04952,https://artifactsbenchmark.github.io/,False,42,2025-07-12,2025-07-14,2025-07-14 09:39:37,ArtifactsBench,"rtifactsBench 是一个专注于弥合传统代码评测中“视觉-交互”鸿沟的新型基准。它旨在全面评估大语言模型（LLM）生成动态可视化与交互式代码的能力，而非仅仅考核算法正确性。
该基准包含1825个真实世界的任务，并开创了一套自动化多模态评估流程：系统会自动渲染代码、捕捉其视觉与交互行为，再由一个多模态大模型（MLLM）依据详细清单进行评分。该流程与人类专家判断的一致性高达94.4%，证明了其高度可靠性。
ArtifactsBench 已将数据集、评估框架及工具链完全开源，为社区提供了一个可扩展且精准的工具，以推动能创造丰富用户体验的新一代生成模型的发展。","ArtifactsBench is a benchmark with 1,825 tasks for evaluating LLM-generated visual and interactive code. It addresses the gap of traditional benchmarks that focus only on algorithmic correctness by assessing visual fidelity and user interaction.",,False,False
2061,AgentHazard,https://hub.opencompass.org.cn/dataset-detail/AgentHazard,1,1,False,False,False,0,未录入,移动端 GUI Agent 通过与设备环境的交互来完成任务，在完成任务的过程中会遇到一些未知或不可信的信息来源，这些信息可能含有攻击性的内容，致使 Agent 无法正常完成任务，甚至对用户的隐私和财产带来危害。本评测集兼具动态执行环境和静态评测数据集，旨在为移动端 GUI Agent 提供一个仿真度高的模拟环境，以评估其在真实场景下执行的行为和安全性。,移动端 GUI Agent 通过与设备环境的交互来完成任务，在完成任务的过程中会遇到一些未知或不可信的信息来源，这些信息可能含有攻击性的内容，致使 Agent 无法正常完成任务，甚至对用户的隐私和财产带来危害。本评测集兼具动态执行环境和静态评测数据集，旨在为移动端 GUI Agent 提供一个仿真度高的模拟环境，以评估其在真实场景下执行的行为和安全性。,智能体 | Agent | 任务执行 | Task Execution | 安全对齐 | Safety Alignment | 跨模态推理 | Cross-modal Reasoning | 不支持 | Unsupported,,多模态 | Multimodal | 安全 | Safety | 智能体 | Agent,,20905480,,https://github.com/Zsbyqx20/AgentHazard,https://arxiv.org/abs/2507.04227,https://agenthazard.github.io,False,55,2025-07-16,2025-07-17,2025-07-17 09:29:55,AgentHazard,移动端 GUI Agent 通过与设备环境的交互来完成任务，在完成任务的过程中会遇到一些未知或不可信的信息来源，这些信息可能含有攻击性的内容，致使 Agent 无法正常完成任务，甚至对用户的隐私和财产带来危害。本评测集兼具动态执行环境和静态评测数据集，旨在为移动端 GUI Agent 提供一个仿真度高的模拟环境，以评估其在真实场景下执行的行为和安全性。,移动端 GUI Agent 通过与设备环境的交互来完成任务，在完成任务的过程中会遇到一些未知或不可信的信息来源，这些信息可能含有攻击性的内容，致使 Agent 无法正常完成任务，甚至对用户的隐私和财产带来危害。本评测集兼具动态执行环境和静态评测数据集，旨在为移动端 GUI Agent 提供一个仿真度高的模拟环境，以评估其在真实场景下执行的行为和安全性。,,False,False
2063,VISCO,https://hub.opencompass.org.cn/dataset-detail/VISCO,1,1,False,False,False,0,未录入,VISCO 旨在评估 VLM 的评判（critique）和纠正（correction）能力，这两个能力是 VLM 自主提升推理性能的基础。对于一个视觉推理问题，给定模型生成的 CoT，VISCO 评测集要求 VLM 评判 CoT 中每个步骤的正确性，提供自然语言解释，并根据评判结果对 CoT 进行修正。,"VISCO aims to evaluate the critique and correction capabilities of VLMs, which are two essential building blocks towards VLM self-improvement. VISCO requires VLMs to critique the correctness of each step in CoT, provide natural language explanation, and corrects the CoT based on the critique.",多模态模型 | VLM | 跨模态推理 | Cross-modal Reasoning | 不支持 | Unsupported,self-critique | VLM | VLM reasoning,多模态 | Multimodal | 推理 | Reasoning | 知识 | Knowledge,,20905070,,https://github.com/PlusLabNLP/VISCO,https://arxiv.org/abs/2412.02172,https://visco-benchmark.github.io/,False,41,2025-07-17,2025-07-17,2025-07-17 10:17:50,VISCO,VISCO 旨在评估 VLM 的评判（critique）和纠正（correction）能力，这两个能力是 VLM 自主提升推理性能的基础。对于一个视觉推理问题，给定模型生成的 CoT，VISCO 评测集要求 VLM 评判 CoT 中每个步骤的正确性，提供自然语言解释，并根据评判结果对 CoT 进行修正。,"VISCO aims to evaluate the critique and correction capabilities of VLMs, which are two essential building blocks towards VLM self-improvement. VISCO requires VLMs to critique the correctness of each step in CoT, provide natural language explanation, and corrects the CoT based on the critique.",https://huggingface.co/datasets/uclanlp/VISCO,False,False
2067,LongVALE,https://hub.opencompass.org.cn/dataset-detail/LongVALE,1,1,False,False,False,0,未录入,LongVALE 是首个集成视频中细粒度全模态（视频、音频、语音）信息的长视频理解基准。它包含 10.5 万个具有精确时间边界和详细的全模态描述的事件标注，致力于全面提升多模态视频大语言模型的跨模态推理与细粒度时间感知能力。,"LongVALE is the first long video benchmark integrating fine-grained omni modalities (video, audio, speech) information in videos. It comprises 105K omni-modal events with precise temporal boundaries and detailed omni-modal captions, aiming to advance comprehensive multi-modal video understanding.",多模态模型 | VLM | 视频理解 | Video Understanding | 长上下文 | Long Context | 不支持 | Unsupported,long video understanding | omni-modal | fine-grained temporal understanding,多模态 | Multimodal | 理解 | Understanding | 长文本 | Long-Context,,20905098,,https://github.com/ttgeng233/LongVALE,https://openaccess.thecvf.com/content/CVPR2025/papers/Geng_LongVALE_Vision-Audio-Language-Event_Benchmark_Towards_Time-Aware_Omni-Modal_Perception_of_Long_Videos_CVPR_2025_paper.pdf,https://ttgeng233.github.io/LongVALE/,False,40,2025-07-17,2025-07-18,2025-07-18 14:31:33,LongVALE,LongVALE 是首个集成视频中细粒度全模态（视频、音频、语音）信息的长视频理解基准。它包含 10.5 万个具有精确时间边界和详细的全模态描述的事件标注，致力于全面提升多模态视频大语言模型的跨模态推理与细粒度时间感知能力。,"LongVALE is the first long video benchmark integrating fine-grained omni modalities (video, audio, speech) information in videos. It comprises 105K omni-modal events with precise temporal boundaries and detailed omni-modal captions, aiming to advance comprehensive multi-modal video understanding.",https://huggingface.co/datasets/ttgeng233/LongVALE,False,False
2076,K-Sort-Arena,https://hub.opencompass.org.cn/dataset-detail/K-Sort-Arena,1,1,False,False,False,0,未录入,"本项目提出K-Sort Arena，采用 K-wise 比较，允许 K 个模型参与自由混战，提供比成对比较更丰富的信息，并设计基于探索-利用的匹配算法和概率建模，从而实现更高效和更可靠的模型排名。目前，K-Sort Arena 已收集几千次高质量投票并构建了全面的模型排行榜，已用于评估几十种最先进的视觉生成模型，包括文生图和文生视频模型。K-Sort Arena已经历数月的项目内测，期间收到来自加州大学伯克利分校, 新加坡国立大学, 卡内基梅隆大学, 斯坦福大学, 普林斯顿大学, 北京大学等数十家机构的专业人员的技术反馈，现已公开线上发布。","K-Sort Arena employs K-wise comparison, allowing K models to participate in a free-for-all, providing richer information than pairwise comparison. It also designs a matching algorithm based on exploration-exploitation and probabilistic modeling to achieve more efficient and reliable model ranking. ",多模态模型 | VLM | 视觉生成 | Visual Generation | 视频理解 | Video Understanding | 不支持 | Unsupported,图像评估 | 视频评估,多模态 | Multimodal,,62402831,lizhikai,,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_K-Sort_Arena_Efficient_and_Reliable_Benchmarking_for_Generative_Models_via_CVPR_2025_paper.pdf,https://huggingface.co/spaces/ksort/K-Sort-Arena,False,33,2025-07-18,2025-07-18,2025-07-18 14:31:04,K-Sort-Arena,"本项目提出K-Sort Arena，采用 K-wise 比较，允许 K 个模型参与自由混战，提供比成对比较更丰富的信息，并设计基于探索-利用的匹配算法和概率建模，从而实现更高效和更可靠的模型排名。目前，K-Sort Arena 已收集几千次高质量投票并构建了全面的模型排行榜，已用于评估几十种最先进的视觉生成模型，包括文生图和文生视频模型。K-Sort Arena已经历数月的项目内测，期间收到来自加州大学伯克利分校, 新加坡国立大学, 卡内基梅隆大学, 斯坦福大学, 普林斯顿大学, 北京大学等数十家机构的专业人员的技术反馈，现已公开线上发布。","K-Sort Arena employs K-wise comparison, allowing K models to participate in a free-for-all, providing richer information than pairwise comparison. It also designs a matching algorithm based on exploration-exploitation and probabilistic modeling to achieve more efficient and reliable model ranking. ",,False,False
