catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:finsearchcomp-t3,FinSearchComp-T3,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-09-16,day,named_component_or_alias_introduction,https://arxiv.org/abs/2509.13160,accepted,2025-09-16,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original FinSearchComp v1 explicitly describes T3's complex historical investigation tasks in the paper dated 2025-09-16. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:flame-vlm-code,Flame-VLM-Code,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-02-10,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:flenqa,FlenQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-02-19,day,paper_introduction,https://arxiv.org/abs/2402.14848,accepted,2024-02-19,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:fleurs,FLEURS,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2022-05-25,day,paper_introduction,https://arxiv.org/abs/2205.12446,accepted,2022-05-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frames,FRAMES,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-09-19,day,paper_introduction,https://arxiv.org/abs/2409.12941,accepted,2024-09-19,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:french-mmlu,French MMLU,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-03-13,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:frontier-bench-v0.1,Frontier-Bench v0.1,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2026-07-23,day,version_release,https://github.com/harbor-framework/frontier-bench/releases/tag/v0.1.0,scope_not_release,2026-07-23,"The authors' repository publishes the v0.1.0 release at 2026-07-23T07:04:38Z, explicitly releasing the initial Frontier-Bench version, corresponding to the catalog's v0.1."
llm-stats:frontier-science,Frontier Science,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-01-29,day,paper_introduction,https://arxiv.org/abs/2601.21165,accepted,2026-01-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frontier-swe-impl,FrontierSWE (Impl.),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04,month,named_component_or_alias_introduction,https://www.frontierswe.com/blog/v1,accepted,2026-04,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: FrontierSWE's official initial release article from April 2026 explicitly includes five implementation tasks. The month-precision date directly applies to this original track. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:frontiercode,FrontierCode,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-07-07,day,official_introduction_or_release,https://cognition.com/blog/frontier-code-1.1,accepted,2026-07-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frontiercode-1.1,FrontierCode 1.1,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-07-07,day,official_introduction_or_release,https://cognition.com/blog/frontier-code-1.1,accepted,2026-07-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frontiercs,FrontierCS,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-17,day,paper_introduction,https://arxiv.org/abs/2512.15699,accepted,2025-12-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frontiermath,FrontierMath,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-11-07,day,paper_introduction,https://arxiv.org/abs/2411.04872,accepted,2024-11-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frontiermath-tier-4-v2,FrontierMath Tier 4 (v2),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-12,day,official_introduction_or_release,https://epoch.ai/benchmarks/frontiermath-tier-4-v2,accepted,2026-06-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:frontierscience-olympiad,FrontierScience Olympiad,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-16,day,named_component_or_alias_introduction,https://openai.com/index/frontierscience/,accepted,2025-12-16,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: OpenAI's original FrontierScience announcement dated 2025-12-16 explicitly introduces both the Olympiad and Research tracks. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:frontierscience-research,FrontierScience Research,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-16,day,named_component_or_alias_introduction,https://openai.com/index/frontierscience/,accepted,2025-12-16,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: OpenAI's original FrontierScience announcement dated 2025-12-16 explicitly introduces both the Research and Olympiad tracks. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:frontierswe,FrontierSWE,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04,month,official_introduction_or_release,https://www.frontierswe.com/blog/v1,accepted,2026-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:fullstackbench-en,FullStackBench en,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-11-30,day,named_component_or_alias_introduction,https://arxiv.org/abs/2412.00535,accepted,2024-11-30,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The bilingual construction description in the original FullStackBench v1 already includes the English version in the paper dated 2024-11-30. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:fullstackbench-zh,FullStackBench zh,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-11-30,day,named_component_or_alias_introduction,https://arxiv.org/abs/2412.00535,accepted,2024-11-30,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The bilingual construction description in the original FullStackBench v1 already includes the Chinese version in the paper dated 2024-11-30. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:functionalmath,FunctionalMATH,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-02-29,day,paper_introduction,https://arxiv.org/abs/2402.19450,accepted,2024-02-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gaia2,GAIA2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-12,day,paper_introduction,https://arxiv.org/abs/2602.11964,accepted,2026-02-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gameworld,GameWorld,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-08,day,paper_introduction,https://arxiv.org/abs/2604.07429,accepted,2026-04-08,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gdp-pdf,GDP.pdf,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-07-13,day,paper_introduction,https://arxiv.org/abs/2607.11192,accepted,2026-07-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gdpval,GDPval,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-09-25,day,official_introduction_or_release,https://openai.com/index/gdpval/,accepted,2025-09-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gdpval-aa,GDPval-AA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-10,day,official_introduction_or_release,https://artificialanalysis.ai/articles/stirrup-open-source-framework-agents,accepted,2025-12-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gdpval-mm,GDPval-MM,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-12,day,official_introduction_or_release,https://www.minimax.io/news/minimax-m25,accepted,2026-02-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gdpval-rubrics,GDPval-Rubrics,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-09-25,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:genebench,GeneBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-23,day,paper_introduction,https://www.biorxiv.org/content/10.64898/2026.04.22.720113v1,accepted,2026-04-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:genebench-pro,GeneBench-Pro,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-30,day,official_introduction_or_release,https://openai.com/index/introducing-genebench-pro/,accepted,2026-06-30,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:giantsteps-tempo,GiantSteps Tempo,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2015-10,month,official_introduction_or_release,https://github.com/GiantSteps/giantsteps-tempo-dataset,accepted,2015-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:global-mmlu,Global-MMLU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-12-04,day,paper_introduction,https://arxiv.org/abs/2412.03304,accepted,2024-12-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:global-mmlu-lite,Global-MMLU-Lite,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2024-12,month,dataset_v1_release,https://huggingface.co/datasets/CohereLabs/Global-MMLU-Lite,scope_not_release,2024-12-04,"The Releases section of CohereLabs' data card explicitly lists the Global-MMLU-Lite v1.0 release in December 2024, covering 15 languages, but gives no exact day. The parent paper's December 4 date cannot be inherited."
llm-stats:global-piqa,Global PIQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-10-28,day,paper_introduction,https://arxiv.org/abs/2510.24081,accepted,2025-10-28,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gorilla-benchmark-api-bench,Gorilla Benchmark API Bench,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-05-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:govreport,GovReport,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-04-05,day,paper_introduction,https://arxiv.org/abs/2104.02112,accepted,2021-04-05,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:gpqa-biology,GPQA Biology,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-11-20,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:gpqa-chemistry,GPQA Chemistry,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-11-20,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:gpqa-physics,GPQA Physics,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-11-20,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:graphwalks,GraphWalks,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-14,day,official_introduction_or_release,https://openai.com/index/gpt-4-1/,accepted,2025-04-14,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:graphwalks-bfs-1m,Graphwalks BFS 1M,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-14,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:graphwalks-bfs-<128k,Graphwalks BFS <128k,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-14,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:graphwalks-bfs->128k,Graphwalks BFS >128k,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-14,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:graphwalks-parents-<128k,Graphwalks parents <128k,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:graphwalks-parents->128k,Graphwalks parents >128k,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:groundui-1k,GroundUI-1K,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2024-10-02,day,named_subset_introduction_in_v2,https://arxiv.org/abs/2403.17918v2;https://arxiv.org/html/2403.17918v1;https://arxiv.org/html/2403.17918v2,scope_not_release,2024-03-26,"AgentStudio v1 does not specify GroundUI-1K. Version 2 explicitly introduces the GPT-4o-recaptioned subset with 400/300/300 web, desktop, and mobile examples. The version history dates v2 to 2024-10-02."
llm-stats:gsm-8k-(cot),GSM-8K (CoT),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-10-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:gsm8k-chat,GSM8K Chat,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-10-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:hallusion-bench,Hallusion Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-10-23,day,paper_introduction,https://arxiv.org/abs/2310.14566,accepted,2023-10-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:harvey-lab,Harvey LAB (Vals),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-05-06,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:harvey-lab-aa,Harvey LAB-AA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-07-07,day,official_introduction_or_release,https://artificialanalysis.ai/articles/harvey-lab-aa,accepted,2026-07-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:healthbench,HealthBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-13,day,paper_introduction,https://arxiv.org/abs/2505.08775,accepted,2025-05-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:healthbench-consensus,HealthBench Consensus,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-13,day,paper_introduction,https://arxiv.org/abs/2505.08775,accepted,2025-05-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:healthbench-hard,HealthBench Hard,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-13,day,paper_introduction,https://arxiv.org/abs/2505.08775,accepted,2025-05-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:healthbench-professional,HealthBench Professional,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-30,day,paper_introduction,https://arxiv.org/abs/2604.27470,accepted,2026-04-30,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:hiddenmath,HiddenMath,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-05-14,day,official_introduction_or_release,https://blog.google/innovation-and-ai/products/google-gemini-update-flash-ai-assistant-io-2024/,accepted,2024-05-14,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:hipho,HiPhO,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-09-09,day,paper_introduction,https://arxiv.org/abs/2509.07894,accepted,2025-09-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:hle-verified,HLE-Verified,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-15,day,paper_introduction,https://arxiv.org/abs/2602.13964,accepted,2026-02-15,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:hmmt-2025,HMMT 2025,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-02-15,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:hmmt-feb-26,HMMT Feb 26,llm_stats,scope_not_release,,,,,month,official_introduction_or_release,,scope_not_release,2026-02,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:hmmt25,HMMT25,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-07-25,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:horizonmath,HorizonMath,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-16,day,paper_introduction,https://arxiv.org/abs/2603.15617,accepted,2026-03-16,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:hr-bench-4k,HR-Bench (4k),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-08-23,day,named_component_or_alias_introduction,https://github.com/DreamMr/HR-Bench,accepted,2024-08-23,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The official HR-Bench repository announces data/code availability on 2024-08-23 and explicitly includes the 4K dataset derived from 8K. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:humaneval+,HumanEval+,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-05-02,day,plus_edition_introduction,https://arxiv.org/abs/2305.01210,accepted,2023-05-02,The target explicitly names HumanEval+. The selected record has that exact alias and its paper introduces EvalPlus extended tests. The other source-ID candidate is original HumanEval and dates a different benchmark.
llm-stats:humaneval-average,HumanEval-Average,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-07-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:humaneval-er,HumanEval-ER,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:humaneval-mul,HumanEval-Mul,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-08-17,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:humaneval-plus,HumanEval Plus,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-05-02,day,paper_introduction,https://arxiv.org/abs/2305.01210,accepted,2023-05-02,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:humanevalfim-average,HumanEvalFIM-Average,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-05-29,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
"llm-stats:humanity's-last-exam-(no-tools,-text-only)","Humanity's Last Exam (no tools, text-only)",llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-01-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
"llm-stats:humanity's-last-exam-(with-tools,-text-only)","Humanity's Last Exam (with tools, text-only)",llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-01-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:hypersim,Hypersim,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2020-11-04,day,paper_introduction,https://arxiv.org/abs/2011.02523,accepted,2020-11-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:if,IF,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-11-14,day,paper_introduction,https://arxiv.org/abs/2311.07911,accepted,2023-11-14,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:image2floorplan,Image2FloorPlan,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-23,day,official_introduction_or_release,https://seed.bytedance.com/en/blog/seed2-1-officially-released-advancing-ai-productivity,accepted,2026-06-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:imagemining,ImageMining,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-28,day,dataset_release,https://api.github.com/repos/zai-org/ImageMining/commits/fb051c630e0c9cb36489709347369b188080bb93,accepted,2026-04-28,The Library evidence identifies the substantive 217-case data/code commit preceding the introductory paper by one day. This dates actual benchmark material availability rather than the later paper.
llm-stats:imo-2025,IMO 2025,llm_stats,scope_not_release,,,,,month,official_introduction_or_release,,scope_not_release,2025-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:imo-answerbench,IMO-AnswerBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-10,month,named_component_or_alias_introduction,https://api.github.com/repos/google-deepmind/superhuman/commits/92ae8c2e88dee12a3f793dd88a5e80ed76754c2a,accepted,2025-10,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: DeepMind's pinned original IMO-Bench README explicitly introduces the suite and IMO-AnswerBench in October 2025, with answerbench.csv in the same version. Verification accepts the stated release month without inferring an exact public release day from Git timestamps. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:imoproof-adv,IMOProof-Adv,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-10,month,named_component_or_alias_introduction,https://api.github.com/repos/google-deepmind/superhuman/commits/92ae8c2e88dee12a3f793dd88a5e80ed76754c2a,accepted,2025-10,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: DeepMind's pinned original IMO-Bench README explicitly introduces the suite in October 2025 and distinguishes the basic and advanced ProofBench subsets, with proofbench.csv in the same version. This supports the month for the advanced subset. It does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:include,Include,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-11-29,day,paper_introduction,https://arxiv.org/abs/2411.19799,accepted,2024-11-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:infinitebench-en.mc,InfiniteBench/En.MC,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-02-21,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:infinitebench-en.qa,InfiniteBench/En.QA,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-02-21,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:infographicsqa,InfographicsQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-04-26,day,paper_introduction,https://arxiv.org/abs/2104.12756,accepted,2021-04-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:infovqa,InfoVQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-04-26,day,paper_introduction,https://arxiv.org/abs/2104.12756,accepted,2021-04-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:infovqatest,InfoVQAtest,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-04-26,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:instruct-humaneval,Instruct HumanEval,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-07-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:intergps,InterGPS,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-05-10,day,paper_introduction,https://arxiv.org/abs/2105.04165,accepted,2021-05-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:internal-api-instruction-following-(hard),Internal API instruction following (hard),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-14,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:internal-research-debugging-evaluation,Internal Research Debugging Evaluation,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-23,day,official_introduction_or_release,https://deploymentsafety.openai.com/gpt-5-5,accepted,2026-04-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:ipho-2025,IPhO 2025,llm_stats,scope_not_release,,,,,month,official_introduction_or_release,,scope_not_release,2025-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:job-bench,Job Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-25,day,paper_introduction,https://arxiv.org/abs/2605.26329,accepted,2026-05-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:kernel-bench-l3,Kernel Bench L3,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-12-03,day,named_component_or_alias_introduction,https://scalingintelligence.stanford.edu/blogs/kernelbench/,accepted,2024-12-03,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Stanford's original KernelBench article dated 2024-12-03 explicitly introduces Level 3's 50 complete model-architecture tasks. This named level is present in the original introduction. It does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:kernelbench-hard,KernelBench Hard,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-01,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
